row_id,Y
0,2145.0
1,1013.0
2,3081.0
3,2903.0
4,1782.5
5,3158.0
6,3826.0
7,2336.0
8,1431.0
9,780.5
10,1834.0
11,3003.0
12,1309.0
13,4802.5
14,309.5
15,4248.5
16,4933.5
17,732.0
18,2263.5
19,5414.5
20,3138.0
21,1116.0
22,1158.5
23,4171.5
24,1015.5
25,-371.5
26,2420.5
27,3890.5
28,2661.5
29,814.0
30,4009.0
31,4125.0
32,3862.5
33,1701.0
34,2794.5
35,5094.0
36,1875.5
37,1394.0
38,707.0
39,651.0
40,2892.5
41,197.5
42,2495.5
43,2219.0
44,827.5
45,1635.0
46,2829.0
47,3956.0
48,3285.0
49,2792.5
50,1935.5
51,1515.0
52,712.5
53,2403.5
54,3816.5
55,970.0
56,3422.5
57,2872.0
58,1543.5
59,4021.5
60,1313.0
61,856.5
62,3999.5
63,-438.5
64,1563.0
65,1417.0
66,3057.0
67,1847.0
68,3178.0
69,1425.0
70,-459.0
71,2097.5
72,3311.5
73,3836.5
74,3330.5
75,4473.0
76,2669.5
77,2375.0
78,1416.5
79,5368.5
80,912.0
81,1398.5
82,2687.0
83,3048.5
84,1952.5
85,3598.5
86,1595.0
87,786.5
88,1866.0
89,3902.5
90,3282.5
91,2966.0
92,2969.5
93,3715.0
94,798.0
95,842.5
96,1591.5
97,2577.5
98,3950.0
99,612.5
100,-556.5
101,4150.0
102,2166.0
103,1600.0
104,2514.0
105,2006.5
106,-1115.0
107,2957.0
108,2434.0
109,1756.0
110,3278.5
111,2900.0
112,623.0
113,414.5
114,3442.0
115,2929.5
116,1125.0
117,2289.5
118,1374.0
119,2635.0
120,4237.5
121,1667.0
122,1444.5
123,2340.5
124,2032.5
125,1103.0
126,950.5
127,3000.0
128,3884.0
129,2415.0
130,2583.5
131,649.0
132,1122.0
133,1472.5
134,2014.5
135,1742.5
136,1981.0
137,2377.5
138,362.5
139,4011.5
140,1992.0
141,1114.0
142,2573.0
143,601.0
144,1759.0
145,3836.0
146,1804.5
147,2216.0
148,2593.0
149,1381.0
150,47.0
151,3620.5
152,3204.5
153,1448.0
154,3681.0
155,2049.0
156,4049.0
157,1975.0
158,1506.5
159,3400.0
160,3947.5
161,1777.0
162,3376.5
163,2985.0
164,3077.5
165,1677.5
166,143.5
167,988.0
168,2930.0
169,1325.0
170,4087.0
171,4466.5
172,2637.5
173,-255.5
174,-1396.5
175,1672.5
176,1931.0
177,1519.5
178,2582.0
179,1922.0
180,1492.5
181,1799.0
182,1557.0
183,1919.5
184,572.5
185,454.5
186,1713.5
187,2724.0
188,734.5
189,2046.0
190,-1228.0
191,1337.5
192,2433.5
193,2648.0
194,4089.0
195,488.5
196,1321.0
197,1710.5
198,1167.5
199,440.5
200,278.5
201,-1268.0
202,1232.5
203,-1339.0
204,2629.0
205,857.0
206,2758.5
207,3667.0
208,586.5
209,601.5
210,1946.5
211,3958.5
212,2417.5
213,3136.5
214,2214.5
215,886.5
216,1911.0
217,2810.0
218,855.5
219,2100.5
220,3475.0
221,2500.5
222,2737.0
223,1743.5
224,1288.5
225,1871.0
226,1236.0
227,222.0
228,-731.5
229,913.5
230,2881.0
231,1589.5
232,4423.0
233,2582.5
234,1089.0
235,5426.5
236,1559.5
237,1693.5
238,-814.0
239,1788.0
240,-489.0
241,-517.5
242,2000.5
243,2772.0
244,805.5
245,1155.0
246,2312.0
247,1670.0
248,2926.0
249,888.0
250,2230.0
251,3721.0
252,2475.5
253,1407.0
254,2083.0
255,2373.0
256,2854.5
257,2704.5
258,381.0
259,4118.0
260,2886.0
261,98.0
262,2543.5
263,3242.0
264,4113.5
265,976.0
266,2182.5
267,2763.5
268,2531.0
269,4197.5
270,-1280.0
271,5237.5
272,2252.0
273,984.0
274,1624.0
275,689.5
276,3121.0
277,559.5
278,4235.5
279,4230.5
280,564.0
281,544.0
282,2717.0
283,1170.5
284,2114.0
285,1462.0
286,3707.0
287,2430.0
288,3127.5
289,1685.0
290,1556.5
291,4610.5
292,2421.0
293,548.0
294,2871.5
295,1796.5
296,814.0
297,693.5
298,2572.5
299,3690.5
300,4377.0
301,866.5
302,2120.5
303,667.0
304,820.5
305,5659.5
306,3369.5
307,4702.0
308,978.5
309,1302.0
310,3171.0
311,2796.5
312,2364.5
313,1908.0
314,3621.5
315,999.0
316,2175.0
317,2223.0
318,-524.0
319,1030.5
320,360.0
321,548.0
322,3515.0
323,1156.5
324,2773.5
325,2582.5
326,660.0
327,1485.5
328,2802.0
329,541.0
330,3205.0
331,1453.0
332,2706.0
333,3736.5
334,2743.0
335,3762.5
336,1217.0
337,539.5
338,1735.0
339,1786.0
340,1886.0
341,580.0
342,244.5
343,2868.0
344,3057.0
345,3552.5
346,2301.5
347,884.0
348,2240.5
349,1236.5
350,3630.5
351,5112.5
352,1901.5
353,3052.0
354,2702.0
355,3018.5
356,2368.5
357,2055.0
358,1118.5
359,1281.5
360,4113.5
361,-979.0
362,348.0
363,3706.5
364,905.5
365,3818.5
366,2031.5
367,3765.0
368,1896.0
369,3034.0
370,694.0
371,4106.5
372,2779.5
373,3224.5
374,2390.5
375,3524.5
376,-607.0
377,2170.5
378,3749.5
379,4584.0
380,1677.0
381,1420.0
382,2345.5
383,4101.0
384,3314.5
385,1041.0
386,2638.0
387,2588.0
388,1326.0
389,742.5
390,956.0
391,1684.5
392,2938.5
393,-1202.5
394,921.5
395,2518.5
396,1648.0
397,1845.5
398,983.5
399,-352.0
400,1813.0
401,4207.5
402,1689.5
403,1870.0
404,2382.5
405,2191.0
406,4079.5
407,558.0
408,2225.5
409,3355.5
410,2428.5
411,1230.5
412,2219.0
413,2733.5
414,1813.0
415,2615.0
416,-1202.0
417,1396.5
418,1509.5
419,2043.5
420,2619.5
421,4085.5
422,1972.5
423,4194.5
424,1644.0
425,1742.5
426,2886.5
427,2801.0
428,2679.0
429,462.5
430,1916.0
431,1715.0
432,1766.0
433,1804.5
434,1307.0
435,2942.0
436,3002.5
437,1503.5
438,2449.0
439,-1013.0
440,496.0
441,1047.0
442,2936.0
443,2560.5
444,2251.5
445,1588.5
446,1514.5
447,1934.0
448,870.0
449,1811.5
450,1516.5
451,2320.5
452,2707.5
453,4879.5
454,-1262.0
455,1645.5
456,749.5
457,337.0
458,3444.5
459,2799.5
460,-1348.0
461,1908.5
462,3122.5
463,2925.0
464,1997.5
465,2160.0
466,1420.0
467,2529.5
468,2464.0
469,3909.5
470,2805.5
471,694.0
472,4433.0
473,2005.5
474,2614.5
475,3929.5
476,2734.0
477,3941.5
478,3756.0
479,3023.5
480,2412.0
481,1857.5
482,1965.5
483,-1086.5
484,-976.5
485,1220.5
486,2932.5
487,4105.5
488,2248.0
489,1711.0
490,2779.0
491,2833.0
492,1778.5
493,1863.5
494,3187.5
495,1775.0
496,1826.0
497,3050.5
498,2893.5
499,2709.0
500,1952.0
501,1465.5
502,820.0
503,1373.5
504,2923.5
505,3259.0
506,2180.5
507,2365.0
508,4377.0
509,765.0
510,2941.0
511,2267.0
512,4047.5
513,3215.5
514,2815.5
515,3667.5
516,1833.5
517,1728.5
518,810.5
519,1995.5
520,3028.0
521,1517.0
522,2370.0
523,2603.0
524,3720.5
525,-826.0
526,-526.5
527,2763.5
528,691.5
529,1528.0
530,992.5
531,2457.0
532,2736.5
533,4372.0
534,2997.0
535,2004.0
536,2167.0
537,3930.5
538,705.5
539,1100.0
540,3906.5
541,-797.0
542,2455.0
543,5164.5
544,3954.0
545,1723.0
546,3001.5
547,2295.0
548,4165.5
549,629.0
550,2479.0
551,2395.0
552,952.0
553,2546.5
554,1284.0
555,-349.0
556,2014.0
557,2078.5
558,680.5
559,2269.0
560,477.0
561,1138.0
562,2118.5
563,3069.5
564,2088.0
565,2940.0
566,2430.0
567,14.0
568,2122.0
569,1892.5
570,2445.5
571,1913.5
572,3266.5
573,1154.0
574,1628.5
575,2290.5
576,3894.5
577,4039.5
578,3791.5
579,774.0
580,2921.5
581,1410.0
582,1903.0
583,3370.5
584,3063.5
585,2417.0
586,2432.0
587,-882.5
588,1779.5
589,1456.0
590,1921.0
591,772.0
592,4592.5
593,2258.5
594,3468.0
595,895.0
596,1837.0
597,5295.0
598,1179.0
599,1452.5
600,1928.5
601,975.0
602,2545.5
603,2118.0
604,3782.5
605,2734.0
606,1944.5
607,4218.5
608,2148.0
609,2962.0
610,855.5
611,2364.0
612,3608.5
613,3498.5
614,-661.0
615,1156.0
616,830.5
617,2688.0
618,789.5
619,2918.0
620,4147.0
621,869.0
622,1987.0
623,2442.0
624,2388.0
625,3251.5
626,3597.5
627,1288.5
628,3979.5
629,2901.0
630,2053.0
631,-242.5
632,786.0
633,3681.0
634,1653.0
635,626.5
636,3948.5
637,611.0
638,4032.0
639,950.5
640,2719.5
641,636.0
642,2077.5
643,1798.5
644,2053.0
645,1807.0
646,3388.0
647,1781.5
648,3136.5
649,1978.0
650,2452.5
651,966.5
652,1095.5
653,1757.5
654,3285.0
655,2864.5
656,2358.0
657,4014.5
658,620.5
659,2577.5
660,2250.0
661,3229.0
662,2723.5
663,1646.5
664,4113.5
665,1325.0
666,1593.5
667,2779.5
668,4210.5
669,1775.0
670,3253.0
671,510.0
672,463.0
673,3366.0
674,2007.0
675,4102.5
676,3505.0
677,1525.5
678,2812.5
679,1604.0
680,2000.0
681,1153.0
682,1609.5
683,1580.5
684,1530.5
685,921.0
686,2826.5
687,3340.5
688,2443.5
689,166.5
690,1477.5
691,1482.0
692,3718.0
693,3993.0
694,1528.5
695,1795.0
696,2779.0
697,1039.0
698,920.0
699,2284.5
700,4468.0
701,2888.5
702,1965.5
703,725.5
704,719.5
705,2238.0
706,975.0
707,790.5
708,2050.0
709,2128.0
710,853.0
711,3413.5
712,801.0
713,2855.5
714,3584.5
715,3373.5
716,1524.0
717,2993.0
718,2750.0
719,2654.0
720,1411.5
721,2469.5
722,2452.5
723,820.5
724,1960.5
725,1594.5
726,876.0
727,2669.0
728,1842.5
729,2372.0
730,1795.0
731,1461.5
732,3321.0
733,1422.5
734,-241.5
735,1953.0
736,1850.0
737,2278.0
738,1089.5
739,1424.0
740,543.5
741,1516.0
742,3427.0
743,2733.0
744,10.0
745,1037.5
746,4336.5
747,327.0
