row_id,Y
0,1413.4934
1,808.947
2,5406.295999999999
3,2749.7540000000004
4,2474.7786
5,1713.7692
6,6145.334
7,2097.27
8,1342.2528
9,741.0354
10,1105.8938
11,4795.0916
12,2741.7644
13,4247.804
14,262.3252
15,3924.891
16,7170.666
17,639.168
18,778.9860000000001
19,4346.3424
20,2776.386
21,1603.2464
22,1725.7536
23,8912.3988
24,982.7208
25,291.6204
26,513.3318
27,3486.1288
28,2367.5848
29,739.038
30,4655.2736
31,1840.937
32,3254.4304
33,2063.98
34,2993.4368
35,6636.6944
36,2530.7058
37,934.7832
38,149.805
39,180.4318
40,1751.054
41,670.4606
42,1990.742
43,1985.4156
44,718.3982
45,798.96
46,2386.2272
47,6704.606
48,793.6336
49,3705.8428
50,2586.633
51,2542.0244
52,545.2902
53,3383.5956
54,2366.919
55,744.3644
56,1887.543
57,3962.8416
58,1929.4884
59,2223.1062
60,2741.7644
61,1090.5804
62,4326.3684
63,399.48
64,2097.9358
65,1947.465
66,2510.0660000000003
67,1693.7952
68,2596.62
69,1505.3738
70,519.3240000000001
71,2343.616
72,1768.3648
73,4986.842000000001
74,4097.3332
75,5329.0632
76,1869.5664
77,1603.9122
78,1860.2452
79,5033.448
80,605.878
81,1006.6896
82,938.778
83,1323.6104
84,3487.4604
85,663.1368
86,932.12
87,981.3892
88,843.5686
89,4655.2736
90,2687.8346
91,4211.185
92,3688.532
93,4029.4216
94,511.3344
95,614.5334
96,1388.8588
97,529.311
98,3920.2304
99,506.008
100,159.792
101,3747.1224
102,809.6128
103,1944.136
104,4334.358
105,1342.2528
106,251.6724
107,1438.128
108,2486.763
109,2431.5016
110,2074.6328
111,4138.6128
112,446.7518
113,151.8024
114,3020.0688
115,1764.37
116,639.168
117,2311.6576
118,591.8962
119,3961.51
120,2996.1
121,1807.647
122,4073.3644
123,3595.32
124,2695.1584
125,189.0872
126,437.4306
127,535.3032
128,3761.77
129,1930.1542
130,2727.7826
131,324.9104
132,1162.4868
133,543.2928
134,1549.3166
135,1278.336
136,2241.0828
137,3874.2902
138,564.5984
139,4267.1122
140,516.6608
141,363.5268
142,3476.1418
143,540.6296
144,3301.7022
145,3171.8712
146,3705.177
147,1211.756
148,1379.5376
149,1438.128
150,452.744
151,2797.6916
152,2916.204
153,1404.1722
154,3739.1328
155,599.22
156,1794.331
157,1488.7288
158,1211.756
159,7130.718000000001
160,4153.9262
161,1091.912
162,3998.7948
163,1850.924
164,6114.7072
165,2143.876
166,243.6828
167,980.0576
168,2942.836
169,1686.4714
170,5153.292
171,6242.5408
172,2822.992
173,195.7452
174,33.29
175,2221.1088
176,1231.73
177,1607.2412
178,4016.1056
179,1603.2464
180,857.5504
181,1537.9979999999998
182,1286.3256
183,992.042
184,319.584
185,1262.3568
186,1697.79
187,4258.4568
188,164.4526
189,3486.1288
190,44.6086
191,1314.2892
192,3412.8908
193,2492.7552
194,1808.3128
195,141.8154
196,1438.128
197,1230.3984
198,948.765
199,628.5152
200,549.285
201,37.9506
202,868.8689999999999
203,138.4864
204,2406.867
205,1037.3164
206,2386.2272
207,2830.3158
208,425.4462
209,543.2928
210,2474.7786
211,4278.4308
212,1062.6168
213,3110.6176
214,1713.7692
215,808.947
216,1230.3984
217,3339.6528
218,512.6659999999999
219,1298.31
220,3195.84
221,1861.5768
222,2139.2154
223,1686.4714
224,1404.1722
225,1018.674
226,761.0094
227,260.9936
228,185.7582
229,875.5269999999999
230,1253.7014
231,1960.781
232,569.259
233,3342.316
234,1482.7366
235,5681.2714
236,1229.0668
237,1528.011
238,129.1652
239,982.7208
240,89.883
241,87.2198
242,3962.8416
243,2988.1104
244,910.8144
245,948.765
246,1985.4156
247,1488.063
248,3364.9532
249,1006.6896
250,1096.5726
251,6852.4136
252,2580.6408
253,1211.756
254,2302.3364
255,1209.7586
256,952.094
257,1235.059
258,628.5152
259,3271.7412
260,2045.3376
261,253.004
262,3062.0142
263,1587.2672
264,3523.4136
265,340.2238
266,2227.101
267,5469.547
268,1207.0954
269,9779.9362
270,105.8622
271,5681.2714
272,992.042
273,291.6204
274,1388.8588
275,569.259
276,2759.0752
277,519.3240000000001
278,1263.0226
279,4763.799
280,296.9468
281,476.047
282,5182.5872
283,1102.5648
284,2782.3782
285,265.6542
286,1800.3232
287,990.7104
288,785.6439999999999
289,3339.6528
290,2181.1608
291,6026.8216
292,2705.1454
293,829.5868
294,2556.672
295,798.96
296,805.618
297,543.2928
298,3259.7568
299,3225.1352
300,5070.7328
301,934.7832
302,4122.6336
303,1274.3412
304,162.4552
305,5522.811
306,1631.21
307,6668.6528
308,175.7712
309,736.3748
310,2269.0464
311,4604.6728
312,988.0472
313,458.0704
314,2702.4822
315,549.285
316,1012.016
317,3185.1872
318,85.8882
319,1221.0772
320,415.4592
321,307.5996
322,2821.6604
323,1193.1136
324,3057.3536
325,1901.5248
326,467.3916
327,1929.4884
328,1544.656
329,519.3240000000001
330,3372.9428
331,1757.7120000000002
332,1498.05
333,4697.8848
334,3111.9492
335,3532.7348
336,1221.0772
337,727.0536
338,1314.2892
339,798.96
340,1192.4478
341,78.5644
342,441.4254
343,4865.6664
344,5954.2494
345,3572.0170000000003
346,2612.5992
347,1034.6532
348,1574.6170000000002
349,1221.0772
350,5321.0736
351,5344.3766
352,490.0288
353,2940.1728
354,4483.4972
355,2693.8268
356,894.8352
357,237.6906
358,374.1796
359,192.4162
360,2649.884
361,194.4136
362,123.8388
363,3653.9104
364,784.9782
365,4532.7664
366,1231.73
367,5191.2426
368,2680.5108
369,2886.243
370,645.1602
371,6048.793000000001
372,4250.4672
373,3057.3536
374,3384.2614
375,3038.7112
376,399.48
377,1581.9408
378,2492.0894
379,5609.365
380,587.2356
381,1454.773
382,866.8716
383,5976.2208
384,2074.6328
385,1272.3438
386,3928.22
387,3946.8624
388,228.3694
389,517.3266
390,810.9444
391,982.7208
392,3478.805
393,33.9558
394,1115.215
395,2648.5524
396,1393.5194
397,2432.8332
398,966.7416
399,88.5514
400,1869.5664
401,2536.698
402,249.0092
403,3281.0624
404,2597.2858
405,639.168
406,3709.8376
407,300.9416
408,872.8638
409,3610.6334
410,4514.124
411,623.1888
412,1713.7692
413,3629.2758
414,1274.3412
415,5920.2936
416,175.7712
417,231.6984
418,1761.7068
419,1549.3166
420,2577.9776
421,5070.7328
422,3109.9518
423,2797.6916
424,2732.4432
425,3038.7112
426,1498.05
427,2330.3
428,2619.2572
429,473.3838
430,1215.7508
431,363.5268
432,1869.5664
433,2090.612
434,2239.7512
435,535.3032
436,2816.3340000000003
437,1202.4348
438,1662.5026
439,50.6008
440,407.4696
441,467.3916
442,2749.7540000000004
443,1230.3984
444,3199.8348
445,856.8846
446,1943.4702
447,1267.0174
448,284.2966
449,1697.79
450,2609.936
451,1685.8056
452,1480.0734
453,3547.3824
454,40.6138
455,1506.0396
456,1168.479
457,670.4606
458,5145.3024
459,1955.4546
460,37.9506
461,1340.2554
462,2596.62
463,2897.5616
464,1281.665
465,1581.9408
466,265.6542
467,958.752
468,1938.8096
469,4740.496
470,3494.1184
471,479.376
472,3567.3564
473,1987.413
474,1018.674
475,2908.2144
476,2931.5174
477,1071.938
478,2812.3392
479,1323.6104
480,1139.8496
481,2293.0152
482,4042.7376
483,40.6138
484,101.2016
485,1531.34
486,1587.933
487,3745.125
488,2406.867
489,1491.392
490,3453.5046
491,2641.8944
492,1856.2504
493,1215.7508
494,2759.0752
495,460.7336
496,1817.634
497,2328.9684
498,5163.9448
499,2566.659
500,3271.7412
